region_from,region_to,time,sector,product
EU27+3,South,2011,Agriculture,Other Plastics
EU27+3,South,2011,"Household, Leisure, Sports","PE-LD, -LLD"
EU27+3,South,2011,"Household, Leisure, Sports","PE-HD, -MD"
EU27+3,South,2011,"Household, Leisure, Sports",PP
EU27+3,South,2011,"Household, Leisure, Sports",PS
EU27+3,South,2011,"Household, Leisure, Sports",PS-E
EU27+3,South,2011,"Household, Leisure, Sports",PVC
EU27+3,South,2011,"Household, Leisure, Sports",PET
EU27+3,South,2011,"Household, Leisure, Sports","ABS, SAN"
EU27+3,South,2011,"Household, Leisure, Sports",PMMA
EU27+3,South,2011,"Household, Leisure, Sports","PA (PA6, PA66)"
EU27+3,South,2011,"Household, Leisure, Sports",PC
EU27+3,South,2011,"Household, Leisure, Sports",Other Thermoplastics
EU27+3,South,2011,"Household, Leisure, Sports",PUR
EU27+3,South,2011,"Household, Leisure, Sports",Other Plastics
EU27+3,South,2011,Others,"PE-LD, -LLD"
EU27+3,South,2011,Others,"PE-HD, -MD"
EU27+3,South,2011,Others,PP
EU27+3,South,2011,Others,PS
EU27+3,South,2011,Others,PS-E
EU27+3,South,2011,Others,PVC
EU27+3,South,2011,Others,PET
EU27+3,South,2011,Others,"ABS, SAN"
EU27+3,South,2011,Others,PMMA
EU27+3,South,2011,Others,"PA (PA6, PA66)"
EU27+3,South,2011,Others,PC
EU27+3,South,2011,Others,Other Thermoplastics
EU27+3,South,2011,Others,PUR
EU27+3,South,2011,Others,Other Plastics
EU27+3,South,2011,PUR slabstock mattresses,PUR
EU27+3,South,2011,PUR slabstock furniture,PUR
EU27+3,South,2011,PUR moulded furniture,PUR
EU27+3,South,2011,PUR others in Others,PUR
EU27+3,South,2012,Packaging,"PE-LD, -LLD"
EU27+3,South,2012,Packaging,"PE-HD, -MD"
EU27+3,South,2012,Packaging,PP
EU27+3,South,2012,Packaging,PS
EU27+3,South,2012,Packaging,PS-E
EU27+3,South,2012,Packaging,PVC
EU27+3,South,2012,Packaging,PET
EU27+3,South,2012,Packaging,"ABS, SAN"
EU27+3,South,2012,Packaging,PMMA
EU27+3,South,2012,Packaging,"PA (PA6, PA66)"
EU27+3,South,2012,Packaging,PC
EU27+3,South,2012,Packaging,Other Thermoplastics
EU27+3,South,2012,Packaging,PUR
EU27+3,South,2012,Packaging,Other Plastics
EU27+3,South,2012,Household packaging,"PE-LD, -LLD"
EU27+3,South,2012,Household packaging,"PE-HD, -MD"
EU27+3,South,2012,Household packaging,PP
EU27+3,South,2012,Household packaging,PS
EU27+3,South,2012,Household packaging,PS-E
EU27+3,South,2012,Household packaging,PVC
EU27+3,South,2012,Household packaging,PET
EU27+3,South,2012,Household packaging,"ABS, SAN"
EU27+3,South,2012,Household packaging,PMMA
EU27+3,South,2012,Household packaging,"PA (PA6, PA66)"
EU27+3,South,2012,Household packaging,PC
EU27+3,South,2012,Household packaging,Other Thermoplastics
EU27+3,South,2012,Household packaging,PUR
EU27+3,South,2012,Household packaging,Other Plastics
EU27+3,South,2012,Commercial & industrial packaging,"PE-LD, -LLD"
EU27+3,South,2012,Commercial & industrial packaging,"PE-HD, -MD"
EU27+3,South,2012,Commercial & industrial packaging,PP
EU27+3,South,2012,Commercial & industrial packaging,PS
EU27+3,South,2012,Commercial & industrial packaging,PS-E
EU27+3,South,2012,Commercial & industrial packaging,PVC
EU27+3,South,2012,Commercial & industrial packaging,PET
EU27+3,South,2012,Commercial & industrial packaging,"ABS, SAN"
EU27+3,South,2012,Commercial & industrial packaging,PMMA
EU27+3,South,2012,Commercial & industrial packaging,"PA (PA6, PA66)"
EU27+3,South,2012,Commercial & industrial packaging,PC
EU27+3,South,2012,Commercial & industrial packaging,Other Thermoplastics
EU27+3,South,2012,Commercial & industrial packaging,PUR
EU27+3,South,2012,Commercial & industrial packaging,Other Plastics
EU27+3,South,2012,Building and Construction,"PE-LD, -LLD"
EU27+3,South,2012,Building and Construction,"PE-HD, -MD"
EU27+3,South,2012,Building and Construction,PP
EU27+3,South,2012,Building and Construction,PS
EU27+3,South,2012,Building and Construction,PS-E
EU27+3,South,2012,Building and Construction,PVC
EU27+3,South,2012,Building and Construction,PET
EU27+3,South,2012,Building and Construction,"ABS, SAN"
EU27+3,South,2012,Building and Construction,PMMA
EU27+3,South,2012,Building and Construction,"PA (PA6, PA66)"
EU27+3,South,2012,Building and Construction,PC
EU27+3,South,2012,Building and Construction,Other Thermoplastics
EU27+3,South,2012,Building and Construction,PUR
EU27+3,South,2012,Building and Construction,Other Plastics
EU27+3,South,2012,EPS ETICS,PS-E
EU27+3,South,2012,EPS flat roof,PS-E
EU27+3,South,2012,EPS flooring,PS-E
EU27+3,South,2012,EPS perimeter,PS-E
EU27+3,South,2012,EPS others in B&C,PS-E
EU27+3,South,2012,PVC pipes,PVC
EU27+3,South,2012,PVC profiles,PVC
EU27+3,South,2012,PVC others in B&C,PVC
EU27+3,South,2012,PUR rigid spray foam,PUR
EU27+3,South,2012,PUR boards and panels rigid foam,PUR
EU27+3,South,2012,Automotive,"PE-LD, -LLD"
EU27+3,South,2012,Automotive,"PE-HD, -MD"
EU27+3,South,2012,Automotive,PP
EU27+3,South,2012,Automotive,PS
EU27+3,South,2012,Automotive,PS-E
EU27+3,South,2012,Automotive,PVC
EU27+3,South,2012,Automotive,PET
EU27+3,South,2012,Automotive,"ABS, SAN"
EU27+3,South,2012,Automotive,PMMA
EU27+3,South,2012,Automotive,"PA (PA6, PA66)"
EU27+3,South,2012,Automotive,PC
EU27+3,South,2012,Automotive,Other Thermoplastics
EU27+3,South,2012,Automotive,PUR
EU27+3,South,2012,Automotive,Other Plastics
EU27+3,South,2012,PUR moulded automotive,PUR
EU27+3,South,2012,PUR others in Automotive,PUR
EU27+3,South,2012,Electrical and Electronics,"PE-LD, -LLD"
EU27+3,South,2012,Electrical and Electronics,"PE-HD, -MD"
EU27+3,South,2012,Electrical and Electronics,PP
EU27+3,South,2012,Electrical and Electronics,PS
EU27+3,South,2012,Electrical and Electronics,PS-E
EU27+3,South,2012,Electrical and Electronics,PVC
EU27+3,South,2012,Electrical and Electronics,PET
EU27+3,South,2012,Electrical and Electronics,"ABS, SAN"
EU27+3,South,2012,Electrical and Electronics,PMMA
EU27+3,South,2012,Electrical and Electronics,"PA (PA6, PA66)"
EU27+3,South,2012,Electrical and Electronics,PC
EU27+3,South,2012,Electrical and Electronics,Other Thermoplastics
EU27+3,South,2012,Electrical and Electronics,PUR
EU27+3,South,2012,Electrical and Electronics,Other Plastics
EU27+3,South,2012,Agriculture,"PE-LD, -LLD"
EU27+3,South,2012,Agriculture,"PE-HD, -MD"
EU27+3,South,2012,Agriculture,PP
EU27+3,South,2012,Agriculture,PS
EU27+3,South,2012,Agriculture,PS-E
EU27+3,South,2012,Agriculture,PVC
EU27+3,South,2012,Agriculture,PET
EU27+3,South,2012,Agriculture,"ABS, SAN"
EU27+3,South,2012,Agriculture,PMMA
EU27+3,South,2012,Agriculture,"PA (PA6, PA66)"
EU27+3,South,2012,Agriculture,PC
EU27+3,South,2012,Agriculture,Other Thermoplastics
EU27+3,South,2012,Agriculture,PUR
EU27+3,South,2012,Agriculture,Other Plastics
EU27+3,South,2012,"Household, Leisure, Sports","PE-LD, -LLD"
EU27+3,South,2012,"Household, Leisure, Sports","PE-HD, -MD"
EU27+3,South,2012,"Household, Leisure, Sports",PP
EU27+3,South,2012,"Household, Leisure, Sports",PS
EU27+3,South,2012,"Household, Leisure, Sports",PS-E
EU27+3,South,2012,"Household, Leisure, Sports",PVC
EU27+3,South,2012,"Household, Leisure, Sports",PET
EU27+3,South,2012,"Household, Leisure, Sports","ABS, SAN"
EU27+3,South,2012,"Household, Leisure, Sports",PMMA
EU27+3,South,2012,"Household, Leisure, Sports","PA (PA6, PA66)"
EU27+3,South,2012,"Household, Leisure, Sports",PC
EU27+3,South,2012,"Household, Leisure, Sports",Other Thermoplastics
EU27+3,South,2012,"Household, Leisure, Sports",PUR
EU27+3,South,2012,"Household, Leisure, Sports",Other Plastics
EU27+3,South,2012,Others,"PE-LD, -LLD"
EU27+3,South,2012,Others,"PE-HD, -MD"
EU27+3,South,2012,Others,PP
EU27+3,South,2012,Others,PS
EU27+3,South,2012,Others,PS-E
EU27+3,South,2012,Others,PVC
EU27+3,South,2012,Others,PET
EU27+3,South,2012,Others,"ABS, SAN"
EU27+3,South,2012,Others,PMMA
EU27+3,South,2012,Others,"PA (PA6, PA66)"
EU27+3,South,2012,Others,PC
EU27+3,South,2012,Others,Other Thermoplastics
EU27+3,South,2012,Others,PUR
EU27+3,South,2012,Others,Other Plastics
EU27+3,South,2012,PUR slabstock mattresses,PUR
EU27+3,South,2012,PUR slabstock furniture,PUR
EU27+3,South,2012,PUR moulded furniture,PUR
EU27+3,South,2012,PUR others in Others,PUR
EU27+3,South,2013,Packaging,"PE-LD, -LLD"
EU27+3,South,2013,Packaging,"PE-HD, -MD"
EU27+3,South,2013,Packaging,PP
EU27+3,South,2013,Packaging,PS
EU27+3,South,2013,Packaging,PS-E
EU27+3,South,2013,Packaging,PVC
EU27+3,South,2013,Packaging,PET
EU27+3,South,2013,Packaging,"ABS, SAN"
EU27+3,South,2013,Packaging,PMMA
EU27+3,South,2013,Packaging,"PA (PA6, PA66)"
EU27+3,South,2013,Packaging,PC
EU27+3,South,2013,Packaging,Other Thermoplastics
EU27+3,South,2013,Packaging,PUR
EU27+3,South,2013,Packaging,Other Plastics
EU27+3,South,2013,Household packaging,"PE-LD, -LLD"
EU27+3,South,2013,Household packaging,"PE-HD, -MD"
EU27+3,South,2013,Household packaging,PP
EU27+3,South,2013,Household packaging,PS
EU27+3,South,2013,Household packaging,PS-E
EU27+3,South,2013,Household packaging,PVC
EU27+3,South,2013,Household packaging,PET
EU27+3,South,2013,Household packaging,"ABS, SAN"
EU27+3,South,2013,Household packaging,PMMA
EU27+3,South,2013,Household packaging,"PA (PA6, PA66)"
EU27+3,South,2013,Household packaging,PC
EU27+3,South,2013,Household packaging,Other Thermoplastics
EU27+3,South,2013,Household packaging,PUR
EU27+3,South,2013,Household packaging,Other Plastics
EU27+3,South,2013,Commercial & industrial packaging,"PE-LD, -LLD"
EU27+3,South,2013,Commercial & industrial packaging,"PE-HD, -MD"
EU27+3,South,2013,Commercial & industrial packaging,PP
EU27+3,South,2013,Commercial & industrial packaging,PS
EU27+3,South,2013,Commercial & industrial packaging,PS-E
EU27+3,South,2013,Commercial & industrial packaging,PVC
EU27+3,South,2013,Commercial & industrial packaging,PET
EU27+3,South,2013,Commercial & industrial packaging,"ABS, SAN"
EU27+3,South,2013,Commercial & industrial packaging,PMMA
EU27+3,South,2013,Commercial & industrial packaging,"PA (PA6, PA66)"
EU27+3,South,2013,Commercial & industrial packaging,PC
EU27+3,South,2013,Commercial & industrial packaging,Other Thermoplastics
EU27+3,South,2013,Commercial & industrial packaging,PUR
EU27+3,South,2013,Commercial & industrial packaging,Other Plastics
EU27+3,South,2013,Building and Construction,"PE-LD, -LLD"
EU27+3,South,2013,Building and Construction,"PE-HD, -MD"
EU27+3,South,2013,Building and Construction,PP
EU27+3,South,2013,Building and Construction,PS
EU27+3,South,2013,Building and Construction,PS-E
EU27+3,South,2013,Building and Construction,PVC
EU27+3,South,2013,Building and Construction,PET
EU27+3,South,2013,Building and Construction,"ABS, SAN"
EU27+3,South,2013,Building and Construction,PMMA
EU27+3,South,2013,Building and Construction,"PA (PA6, PA66)"
EU27+3,South,2013,Building and Construction,PC
EU27+3,South,2013,Building and Construction,Other Thermoplastics
EU27+3,South,2013,Building and Construction,PUR
EU27+3,South,2013,Building and Construction,Other Plastics
EU27+3,South,2013,EPS ETICS,PS-E
EU27+3,South,2013,EPS flat roof,PS-E
EU27+3,South,2013,EPS flooring,PS-E
EU27+3,South,2013,EPS perimeter,PS-E
EU27+3,South,2013,EPS others in B&C,PS-E
EU27+3,South,2013,PVC pipes,PVC
EU27+3,South,2013,PVC profiles,PVC
EU27+3,South,2013,PVC others in B&C,PVC
EU27+3,South,2013,PUR rigid spray foam,PUR
EU27+3,South,2013,PUR boards and panels rigid foam,PUR
EU27+3,South,2013,Automotive,"PE-LD, -LLD"
EU27+3,South,2013,Automotive,"PE-HD, -MD"
EU27+3,South,2013,Automotive,PP
EU27+3,South,2013,Automotive,PS
EU27+3,South,2013,Automotive,PS-E
EU27+3,South,2013,Automotive,PVC
EU27+3,South,2013,Automotive,PET
EU27+3,South,2013,Automotive,"ABS, SAN"
EU27+3,South,2013,Automotive,PMMA
EU27+3,South,2013,Automotive,"PA (PA6, PA66)"
EU27+3,South,2013,Automotive,PC
EU27+3,South,2013,Automotive,Other Thermoplastics
EU27+3,South,2013,Automotive,PUR
EU27+3,South,2013,Automotive,Other Plastics
EU27+3,South,2013,PUR moulded automotive,PUR
EU27+3,South,2013,PUR others in Automotive,PUR
EU27+3,South,2013,Electrical and Electronics,"PE-LD, -LLD"
EU27+3,South,2013,Electrical and Electronics,"PE-HD, -MD"
EU27+3,South,2013,Electrical and Electronics,PP
EU27+3,South,2013,Electrical and Electronics,PS
EU27+3,South,2013,Electrical and Electronics,PS-E
EU27+3,South,2013,Electrical and Electronics,PVC
EU27+3,South,2013,Electrical and Electronics,PET
EU27+3,South,2013,Electrical and Electronics,"ABS, SAN"
EU27+3,South,2013,Electrical and Electronics,PMMA
EU27+3,South,2013,Electrical and Electronics,"PA (PA6, PA66)"
EU27+3,South,2013,Electrical and Electronics,PC
EU27+3,South,2013,Electrical and Electronics,Other Thermoplastics
EU27+3,South,2013,Electrical and Electronics,PUR
EU27+3,South,2013,Electrical and Electronics,Other Plastics
EU27+3,South,2013,Agriculture,"PE-LD, -LLD"
EU27+3,South,2013,Agriculture,"PE-HD, -MD"
EU27+3,South,2013,Agriculture,PP
EU27+3,South,2013,Agriculture,PS
EU27+3,South,2013,Agriculture,PS-E
EU27+3,South,2013,Agriculture,PVC
EU27+3,South,2013,Agriculture,PET
EU27+3,South,2013,Agriculture,"ABS, SAN"
EU27+3,South,2013,Agriculture,PMMA
EU27+3,South,2013,Agriculture,"PA (PA6, PA66)"
EU27+3,South,2013,Agriculture,PC
EU27+3,South,2013,Agriculture,Other Thermoplastics
EU27+3,South,2013,Agriculture,PUR
EU27+3,South,2013,Agriculture,Other Plastics
EU27+3,South,2013,"Household, Leisure, Sports","PE-LD, -LLD"
EU27+3,South,2013,"Household, Leisure, Sports","PE-HD, -MD"
EU27+3,South,2013,"Household, Leisure, Sports",PP
EU27+3,South,2013,"Household, Leisure, Sports",PS
EU27+3,South,2013,"Household, Leisure, Sports",PS-E
EU27+3,South,2013,"Household, Leisure, Sports",PVC
EU27+3,South,2013,"Household, Leisure, Sports",PET
EU27+3,South,2013,"Household, Leisure, Sports","ABS, SAN"
EU27+3,South,2013,"Household, Leisure, Sports",PMMA
EU27+3,South,2013,"Household, Leisure, Sports","PA (PA6, PA66)"
EU27+3,South,2013,"Household, Leisure, Sports",PC
EU27+3,South,2013,"Household, Leisure, Sports",Other Thermoplastics
EU27+3,South,2013,"Household, Leisure, Sports",PUR
EU27+3,South,2013,"Household, Leisure, Sports",Other Plastics
EU27+3,South,2013,Others,"PE-LD, -LLD"
EU27+3,South,2013,Others,"PE-HD, -MD"
EU27+3,South,2013,Others,PP
EU27+3,South,2013,Others,PS
EU27+3,South,2013,Others,PS-E
EU27+3,South,2013,Others,PVC
EU27+3,South,2013,Others,PET
EU27+3,South,2013,Others,"ABS, SAN"
EU27+3,South,2013,Others,PMMA
EU27+3,South,2013,Others,"PA (PA6, PA66)"
EU27+3,South,2013,Others,PC
EU27+3,South,2013,Others,Other Thermoplastics
EU27+3,South,2013,Others,PUR
EU27+3,South,2013,Others,Other Plastics
EU27+3,South,2013,PUR slabstock mattresses,PUR
EU27+3,South,2013,PUR slabstock furniture,PUR
EU27+3,South,2013,PUR moulded furniture,PUR
EU27+3,South,2013,PUR others in Others,PUR
EU27+3,South,2014,Packaging,"PE-LD, -LLD"
EU27+3,South,2014,Packaging,"PE-HD, -MD"
EU27+3,South,2014,Packaging,PP
EU27+3,South,2014,Packaging,PS
EU27+3,South,2014,Packaging,PS-E
EU27+3,South,2014,Packaging,PVC
EU27+3,South,2014,Packaging,PET
EU27+3,South,2014,Packaging,"ABS, SAN"
EU27+3,South,2014,Packaging,PMMA
EU27+3,South,2014,Packaging,"PA (PA6, PA66)"
EU27+3,South,2014,Packaging,PC
EU27+3,South,2014,Packaging,Other Thermoplastics
EU27+3,South,2014,Packaging,PUR
EU27+3,South,2014,Packaging,Other Plastics
EU27+3,South,2014,Household packaging,"PE-LD, -LLD"
EU27+3,South,2014,Household packaging,"PE-HD, -MD"
EU27+3,South,2014,Household packaging,PP
EU27+3,South,2014,Household packaging,PS
EU27+3,South,2014,Household packaging,PS-E
EU27+3,South,2014,Household packaging,PVC
EU27+3,South,2014,Household packaging,PET
EU27+3,South,2014,Household packaging,"ABS, SAN"
EU27+3,South,2014,Household packaging,PMMA
EU27+3,South,2014,Household packaging,"PA (PA6, PA66)"
EU27+3,South,2014,Household packaging,PC
EU27+3,South,2014,Household packaging,Other Thermoplastics
EU27+3,South,2014,Household packaging,PUR
EU27+3,South,2014,Household packaging,Other Plastics
EU27+3,South,2014,Commercial & industrial packaging,"PE-LD, -LLD"
EU27+3,South,2014,Commercial & industrial packaging,"PE-HD, -MD"
EU27+3,South,2014,Commercial & industrial packaging,PP
EU27+3,South,2014,Commercial & industrial packaging,PS
EU27+3,South,2014,Commercial & industrial packaging,PS-E
EU27+3,South,2014,Commercial & industrial packaging,PVC
EU27+3,South,2014,Commercial & industrial packaging,PET
EU27+3,South,2014,Commercial & industrial packaging,"ABS, SAN"
EU27+3,South,2014,Commercial & industrial packaging,PMMA
EU27+3,South,2014,Commercial & industrial packaging,"PA (PA6, PA66)"
EU27+3,South,2014,Commercial & industrial packaging,PC
EU27+3,South,2014,Commercial & industrial packaging,Other Thermoplastics
EU27+3,South,2014,Commercial & industrial packaging,PUR
EU27+3,South,2014,Commercial & industrial packaging,Other Plastics
EU27+3,South,2014,Building and Construction,"PE-LD, -LLD"
EU27+3,South,2014,Building and Construction,"PE-HD, -MD"
EU27+3,South,2014,Building and Construction,PP
EU27+3,South,2014,Building and Construction,PS
EU27+3,South,2014,Building and Construction,PS-E
EU27+3,South,2014,Building and Construction,PVC
EU27+3,South,2014,Building and Construction,PET
EU27+3,South,2014,Building and Construction,"ABS, SAN"
EU27+3,South,2014,Building and Construction,PMMA
EU27+3,South,2014,Building and Construction,"PA (PA6, PA66)"
EU27+3,South,2014,Building and Construction,PC
EU27+3,South,2014,Building and Construction,Other Thermoplastics
EU27+3,South,2014,Building and Construction,PUR
EU27+3,South,2014,Building and Construction,Other Plastics
EU27+3,South,2014,EPS ETICS,PS-E
EU27+3,South,2014,EPS flat roof,PS-E
EU27+3,South,2014,EPS flooring,PS-E
EU27+3,South,2014,EPS perimeter,PS-E
EU27+3,South,2014,EPS others in B&C,PS-E
EU27+3,South,2014,PVC pipes,PVC
EU27+3,South,2014,PVC profiles,PVC
EU27+3,South,2014,PVC others in B&C,PVC
EU27+3,South,2014,PUR rigid spray foam,PUR
EU27+3,South,2014,PUR boards and panels rigid foam,PUR
EU27+3,South,2014,Automotive,"PE-LD, -LLD"
EU27+3,South,2014,Automotive,"PE-HD, -MD"
EU27+3,South,2014,Automotive,PP
EU27+3,South,2014,Automotive,PS
EU27+3,South,2014,Automotive,PS-E
EU27+3,South,2014,Automotive,PVC
EU27+3,South,2014,Automotive,PET
EU27+3,South,2014,Automotive,"ABS, SAN"
EU27+3,South,2014,Automotive,PMMA
EU27+3,South,2014,Automotive,"PA (PA6, PA66)"
EU27+3,South,2014,Automotive,PC
EU27+3,South,2014,Automotive,Other Thermoplastics
EU27+3,South,2014,Automotive,PUR
EU27+3,South,2014,Automotive,Other Plastics
EU27+3,South,2014,PUR moulded automotive,PUR
EU27+3,South,2014,PUR others in Automotive,PUR
EU27+3,South,2014,Electrical and Electronics,"PE-LD, -LLD"
EU27+3,South,2014,Electrical and Electronics,"PE-HD, -MD"
EU27+3,South,2014,Electrical and Electronics,PP
EU27+3,South,2014,Electrical and Electronics,PS
EU27+3,South,2014,Electrical and Electronics,PS-E
EU27+3,South,2014,Electrical and Electronics,PVC
EU27+3,South,2014,Electrical and Electronics,PET
EU27+3,South,2014,Electrical and Electronics,"ABS, SAN"
EU27+3,South,2014,Electrical and Electronics,PMMA
EU27+3,South,2014,Electrical and Electronics,"PA (PA6, PA66)"
EU27+3,South,2014,Electrical and Electronics,PC
EU27+3,South,2014,Electrical and Electronics,Other Thermoplastics
EU27+3,South,2014,Electrical and Electronics,PUR
EU27+3,South,2014,Electrical and Electronics,Other Plastics
EU27+3,South,2014,Agriculture,"PE-LD, -LLD"
EU27+3,South,2014,Agriculture,"PE-HD, -MD"
EU27+3,South,2014,Agriculture,PP
EU27+3,South,2014,Agriculture,PS
EU27+3,South,2014,Agriculture,PS-E
EU27+3,South,2014,Agriculture,PVC
EU27+3,South,2014,Agriculture,PET
EU27+3,South,2014,Agriculture,"ABS, SAN"
EU27+3,South,2014,Agriculture,PMMA
EU27+3,South,2014,Agriculture,"PA (PA6, PA66)"
EU27+3,South,2014,Agriculture,PC
EU27+3,South,2014,Agriculture,Other Thermoplastics
EU27+3,South,2014,Agriculture,PUR
EU27+3,South,2014,Agriculture,Other Plastics
EU27+3,South,2014,"Household, Leisure, Sports","PE-LD, -LLD"
EU27+3,South,2014,"Household, Leisure, Sports","PE-HD, -MD"
