,region,time,sector,polymer,element,mechanical_recycling_cycle,reuse_cycle,value
155,EU27+3,2019.75,single-use sheet (tray),PET,All,0,0,146.95095095095098
156,EU27+3,2019.75,single-use sheet (tray),PET,All,1,0,64.65841841841844
157,EU27+3,2019.75,single-use sheet (tray),PET,All,2,0,28.44970410410411
158,EU27+3,2019.75,single-use sheet (tray),PET,All,3,0,12.517869805805807
159,EU27+3,2019.75,single-use sheet (tray),PET,All,4,0,5.507862714554556
160,EU27+3,2019.75,single-use sheet (tray),PET,All,5,0,2.4234595944040045
161,EU27+3,2019.75,single-use sheet (tray),PET,All,6,0,1.0663222215377617
162,EU27+3,2019.75,single-use sheet (tray),PET,All,7,0,0.8378246026368129
163,EU27+3,2019.75,flexible packaging,PET,All,0,0,90.74074074074072
164,EU27+3,2019.75,other,PET,All,0,0,6.621621621621621
165,EU27+3,2019.75,other,PET,All,1,0,5.2972972972972965
166,EU27+3,2019.75,other,PET,All,2,0,4.237837837837838
167,EU27+3,2019.75,other,PET,All,3,0,3.390270270270271
168,EU27+3,2019.75,other,PET,All,4,0,2.7122162162162167
169,EU27+3,2019.75,other,PET,All,5,0,2.1697729729729733
170,EU27+3,2019.75,other,PET,All,6,0,1.7358183783783787
171,EU27+3,2019.75,other,PET,All,7,0,6.9432735135135175
172,EU27+3,2020.0,single-use beverage bottles,PET,All,0,0,547.9265994040618
173,EU27+3,2020.0,single-use beverage bottles,PET,All,1,0,131.50841545286974
174,EU27+3,2020.0,single-use beverage bottles,PET,All,2,0,31.56201970868873
175,EU27+3,2020.0,single-use beverage bottles,PET,All,3,0,7.574884730085295
176,EU27+3,2020.0,single-use beverage bottles,PET,All,4,0,1.8179723352204706
177,EU27+3,2020.0,single-use beverage bottles,PET,All,5,0,0.4363133604529131
178,EU27+3,2020.0,single-use beverage bottles,PET,All,6,0,0.10471520650869914
179,EU27+3,2020.0,single-use beverage bottles,PET,All,7,0,0.025131649562087778
180,EU27+3,2020.0,reusable beverage bottles,PET,All,0,0,5.4278396189895
181,EU27+3,2020.0,reusable beverage bottles,PET,All,1,0,1.3026815085574794
182,EU27+3,2020.0,reusable beverage bottles,PET,All,2,0,0.3126435620537953
183,EU27+3,2020.0,reusable beverage bottles,PET,All,3,0,0.06347658838101178
184,EU27+3,2020.0,reusable beverage bottles,PET,All,4,0,0.03525295753071298
185,EU27+3,2020.0,single-use non-beverage bottles,PET,All,0,0,54.59751525559256
186,EU27+3,2020.0,single-use non-beverage bottles,PET,All,1,0,13.104004672771934
187,EU27+3,2020.0,single-use non-beverage bottles,PET,All,2,0,3.1449611214652635
188,EU27+3,2020.0,single-use non-beverage bottles,PET,All,3,0,0.754790669151663
189,EU27+3,2020.0,single-use non-beverage bottles,PET,All,4,0,0.18114976059639915
190,EU27+3,2020.0,single-use non-beverage bottles,PET,All,5,0,0.04347594254313578
191,EU27+3,2020.0,single-use non-beverage bottles,PET,All,6,0,0.010434226210352587
192,EU27+3,2020.0,single-use non-beverage bottles,PET,All,7,0,0.00250421429048462
193,EU27+3,2020.0,reusable non-beverage bottles,PET,All,0,0,0.6016349860421654
194,EU27+3,2020.0,reusable non-beverage bottles,PET,All,1,0,0.14439239665011966
195,EU27+3,2020.0,reusable non-beverage bottles,PET,All,2,0,0.034654175196028716
196,EU27+3,2020.0,reusable non-beverage bottles,PET,All,3,0,0.007430683374171751
197,EU27+3,2020.0,reusable non-beverage bottles,PET,All,4,0,0.0035127403719425842
198,EU27+3,2020.0,single-use sheet (tray),PET,All,0,0,140.95295295295296
199,EU27+3,2020.0,single-use sheet (tray),PET,All,1,0,62.21794739897263
200,EU27+3,2020.0,single-use sheet (tray),PET,All,2,0,27.37589685554796
201,EU27+3,2020.0,single-use sheet (tray),PET,All,3,0,12.045394616441103
202,EU27+3,2020.0,single-use sheet (tray),PET,All,4,0,5.299973631234085
203,EU27+3,2020.0,single-use sheet (tray),PET,All,5,0,2.3319883977429976
204,EU27+3,2020.0,single-use sheet (tray),PET,All,6,0,1.026074895006919
205,EU27+3,2020.0,single-use sheet (tray),PET,All,7,0,0.4514729538030442
206,EU27+3,2020.0,flexible packaging,PET,All,0,0,87.03703703703704
207,EU27+3,2020.0,other,PET,All,0,0,6.351351351351351
208,EU27+3,2020.0,other,PET,All,1,0,6.429430353565046
209,EU27+3,2020.0,other,PET,All,2,0,5.143544282852036
210,EU27+3,2020.0,other,PET,All,3,0,4.11483542628163
211,EU27+3,2020.0,other,PET,All,4,0,3.291868341025305
212,EU27+3,2020.0,other,PET,All,5,0,2.6334946728202433
213,EU27+3,2020.0,other,PET,All,6,0,2.106795738256195
214,EU27+3,2020.0,other,PET,All,7,0,1.6854365906049562
215,EU27+3,2020.25,single-use beverage bottles,PET,All,0,0,547.9265994040618
216,EU27+3,2020.25,single-use beverage bottles,PET,All,1,0,131.50696802965362
217,EU27+3,2020.25,single-use beverage bottles,PET,All,2,0,31.563119960594392
218,EU27+3,2020.25,single-use beverage bottles,PET,All,3,0,7.575148790542651
219,EU27+3,2020.25,single-use beverage bottles,PET,All,4,0,1.818035709730236
220,EU27+3,2020.25,single-use beverage bottles,PET,All,5,0,0.4363285703352566
221,EU27+3,2020.25,single-use beverage bottles,PET,All,6,0,0.10471885688046162
222,EU27+3,2020.25,single-use beverage bottles,PET,All,7,0,0.025132525651310796
223,EU27+3,2020.25,reusable beverage bottles,PET,All,0,0,2.90714493525845
224,EU27+3,2020.25,reusable beverage bottles,PET,All,1,0,0.6977147844620282
225,EU27+3,2020.25,reusable beverage bottles,PET,All,2,0,0.16745154827088649
226,EU27+3,2020.25,reusable beverage bottles,PET,All,3,0,0.04018837158501283
227,EU27+3,2020.25,reusable beverage bottles,PET,All,4,0,0.004230354903685556
228,EU27+3,2020.25,reusable beverage bottles,PET,All,5,0,0.008460709807371113
229,EU27+3,2020.25,single-use non-beverage bottles,PET,All,0,0,54.59751525559256
230,EU27+3,2020.25,single-use non-beverage bottles,PET,All,1,0,13.103860445951755
231,EU27+3,2020.25,single-use non-beverage bottles,PET,All,2,0,3.1450707547998547
232,EU27+3,2020.25,single-use non-beverage bottles,PET,All,3,0,0.754816981151965
233,EU27+3,2020.25,single-use non-beverage bottles,PET,All,4,0,0.18115607547647156
234,EU27+3,2020.25,single-use non-beverage bottles,PET,All,5,0,0.043477458114353176
235,EU27+3,2020.25,single-use non-beverage bottles,PET,All,6,0,0.01043458994744476
236,EU27+3,2020.25,single-use non-beverage bottles,PET,All,7,0,0.002504301587386742
237,EU27+3,2020.25,reusable non-beverage bottles,PET,All,0,0,0.4224487028612953
238,EU27+3,2020.25,reusable non-beverage bottles,PET,All,1,0,0.1013876886867109
239,EU27+3,2020.25,reusable non-beverage bottles,PET,All,2,0,0.024333045284810607
240,EU27+3,2020.25,reusable non-beverage bottles,PET,All,3,0,0.005839930868354546
241,EU27+3,2020.25,reusable non-beverage bottles,PET,All,4,0,0.0010011310060036372
242,EU27+3,2020.25,reusable non-beverage bottles,PET,All,5,0,0.0008430576892662202
243,EU27+3,2020.25,single-use sheet (tray),PET,All,0,0,140.95295295295296
244,EU27+3,2020.25,single-use sheet (tray),PET,All,1,0,62.13074212817547
245,EU27+3,2020.25,single-use sheet (tray),PET,All,2,0,27.42508875908562
246,EU27+3,2020.25,single-use sheet (tray),PET,All,3,0,12.067039053997675
247,EU27+3,2020.25,single-use sheet (tray),PET,All,4,0,5.309497183758977
248,EU27+3,2020.25,single-use sheet (tray),PET,All,5,0,2.33617876085395
249,EU27+3,2020.25,single-use sheet (tray),PET,All,6,0,1.0279186547757382
250,EU27+3,2020.25,single-use sheet (tray),PET,All,7,0,0.4522842081013247
251,EU27+3,2020.25,flexible packaging,PET,All,0,0,87.03703703703704
252,EU27+3,2020.25,other,PET,All,0,0,6.351351351351351
253,EU27+3,2020.25,other,PET,All,1,0,5.365865384748735
254,EU27+3,2020.25,other,PET,All,2,0,5.431829522469608
255,EU27+3,2020.25,other,PET,All,3,0,4.345463617975685
256,EU27+3,2020.25,other,PET,All,4,0,3.4763708943805485
257,EU27+3,2020.25,other,PET,All,5,0,2.78109671550444
258,EU27+3,2020.25,other,PET,All,6,0,2.2248773724035513
259,EU27+3,2020.25,other,PET,All,7,0,1.7799018979228411
260,EU27+3,2020.5,single-use beverage bottles,PET,All,0,0,547.9265994040618
261,EU27+3,2020.5,single-use beverage bottles,PET,All,1,0,131.5069681894634
262,EU27+3,2020.5,single-use beverage bottles,PET,All,2,0,31.56277260526849
263,EU27+3,2020.5,single-use beverage bottles,PET,All,3,0,7.575412869410943
264,EU27+3,2020.5,single-use beverage bottles,PET,All,4,0,1.818099088658626
265,EU27+3,2020.5,single-use beverage bottles,PET,All,5,0,0.43634378127807016
266,EU27+3,2020.5,single-use beverage bottles,PET,All,6,0,0.10472250750673683
267,EU27+3,2020.5,single-use beverage bottles,PET,All,7,0,0.025133401801616845
268,EU27+3,2020.5,reusable beverage bottles,PET,All,0,0,2.7961081495367734
269,EU27+3,2020.5,reusable beverage bottles,PET,All,1,0,0.6710659558888254
270,EU27+3,2020.5,reusable beverage bottles,PET,All,2,0,0.1610558294133183
271,EU27+3,2020.5,reusable beverage bottles,PET,All,3,0,0.03865339905919629
272,EU27+3,2020.5,reusable beverage bottles,PET,All,4,0,0.00927681577420713
273,EU27+3,2020.5,reusable beverage bottles,PET,All,5,0,0.0008989504170331813
274,EU27+3,2020.5,reusable beverage bottles,PET,All,6,0,0.0020305703537690668
275,EU27+3,2020.5,single-use non-beverage bottles,PET,All,0,0,54.59751525559256
276,EU27+3,2020.5,single-use non-beverage bottles,PET,All,1,0,13.10386046187582
277,EU27+3,2020.5,single-use non-beverage bottles,PET,All,2,0,3.145036142978262
278,EU27+3,2020.5,single-use non-beverage bottles,PET,All,3,0,0.7548432949868034
279,EU27+3,2020.5,single-use non-beverage bottles,PET,All,4,0,0.18116239079683277
280,EU27+3,2020.5,single-use non-beverage bottles,PET,All,5,0,0.04347897379123986
281,EU27+3,2020.5,single-use non-beverage bottles,PET,All,6,0,0.010434953709897565
282,EU27+3,2020.5,single-use non-beverage bottles,PET,All,7,0,0.0025043888903754155
283,EU27+3,2020.5,reusable non-beverage bottles,PET,All,0,0,0.42798076920828837
284,EU27+3,2020.5,reusable non-beverage bottles,PET,All,1,0,0.10271538460998922
285,EU27+3,2020.5,reusable non-beverage bottles,PET,All,2,0,0.024651692306397417
286,EU27+3,2020.5,reusable non-beverage bottles,PET,All,3,0,0.00591640615353538
287,EU27+3,2020.5,reusable non-beverage bottles,PET,All,4,0,0.0014199374768484908
288,EU27+3,2020.5,reusable non-beverage bottles,PET,All,5,0,0.00024606746305457834
289,EU27+3,2020.5,reusable non-beverage bottles,PET,All,6,0,0.00020233384542389285
290,EU27+3,2020.5,single-use sheet (tray),PET,All,0,0,140.95295295295296
291,EU27+3,2020.5,single-use sheet (tray),PET,All,1,0,62.13094274090568
292,EU27+3,2020.5,single-use sheet (tray),PET,All,2,0,27.386737920305308
293,EU27+3,2020.5,single-use sheet (tray),PET,All,3,0,12.088761417603969
294,EU27+3,2020.5,single-use sheet (tray),PET,All,4,0,5.319055023745746
295,EU27+3,2020.5,single-use sheet (tray),PET,All,5,0,2.3403842104481285
296,EU27+3,2020.5,single-use sheet (tray),PET,All,6,0,1.0297690525971765
297,EU27+3,2020.5,single-use sheet (tray),PET,All,7,0,0.4530983831427578
298,EU27+3,2020.5,flexible packaging,PET,All,0,0,87.03703703703704
299,EU27+3,2020.5,other,PET,All,0,0,6.351351351351351
300,EU27+3,2020.5,other,PET,All,1,0,5.382774701119105
301,EU27+3,2020.5,other,PET,All,2,0,4.547574656925705
302,EU27+3,2020.5,other,PET,All,3,0,4.603479309662244
303,EU27+3,2020.5,other,PET,All,4,0,3.6827834477297947
304,EU27+3,2020.5,other,PET,All,5,0,2.946226758183836
305,EU27+3,2020.5,other,PET,All,6,0,2.35698140654707
306,EU27+3,2020.5,other,PET,All,7,0,1.885585125237655
307,EU27+3,2020.75,single-use beverage bottles,PET,All,0,0,547.9265994040618
308,EU27+3,2020.75,single-use beverage bottles,PET,All,1,0,131.5069683492844
309,EU27+3,2020.75,single-use beverage bottles,PET,All,2,0,31.562772681982548
310,EU27+3,2020.75,single-use beverage bottles,PET,All,3,0,7.575329510432843
311,EU27+3,2020.75,single-use beverage bottles,PET,All,4,0,1.818162472006103
312,EU27+3,2020.75,single-use beverage bottles,PET,All,5,0,0.43635899328146455
313,EU27+3,2020.75,single-use beverage bottles,PET,All,6,0,0.10472615838755148
314,EU27+3,2020.75,single-use beverage bottles,PET,All,7,0,0.025134278013012348
315,EU27+3,2020.75,reusable beverage bottles,PET,All,0,0,2.685071363815097
316,EU27+3,2020.75,reusable beverage bottles,PET,All,1,0,0.6444171273156236
317,EU27+3,2020.75,reusable beverage bottles,PET,All,2,0,0.15466011055574957
318,EU27+3,2020.75,reusable beverage bottles,PET,All,3,0,0.03711842653337999
319,EU27+3,2020.75,reusable beverage bottles,PET,All,4,0,0.008908422368011162
320,EU27+3,2020.75,reusable beverage bottles,PET,All,5,0,0.0021380213683226843
321,EU27+3,2020.75,reusable beverage bottles,PET,All,6,0,0.0001878277577236397
322,EU27+3,2020.75,reusable beverage bottles,PET,All,7,0,0.0004873368849045761
323,EU27+3,2020.75,single-use non-beverage bottles,PET,All,0,0,54.59751525559256
324,EU27+3,2020.75,single-use non-beverage bottles,PET,All,1,0,13.103860477800994
325,EU27+3,2020.75,single-use non-beverage bottles,PET,All,2,0,3.1450361506223468
326,EU27+3,2020.75,single-use non-beverage bottles,PET,All,3,0,0.7548349887773887
327,EU27+3,2020.75,single-use non-beverage bottles,PET,All,4,0,0.18116870655752879
328,EU27+3,2020.75,single-use non-beverage bottles,PET,All,5,0,0.04348048957380691
329,EU27+3,2020.75,single-use non-beverage bottles,PET,All,6,0,0.010435317497713656
330,EU27+3,2020.75,single-use non-beverage bottles,PET,All,7,0,0.0025044761994512765
331,EU27+3,2020.75,reusable non-beverage bottles,PET,All,0,0,0.4335128355552816
332,EU27+3,2020.75,reusable non-beverage bottles,PET,All,1,0,0.10404308053326758
333,EU27+3,2020.75,reusable non-beverage bottles,PET,All,2,0,0.02497033932798421
334,EU27+3,2020.75,reusable non-beverage bottles,PET,All,3,0,0.005992881438716215
335,EU27+3,2020.75,reusable non-beverage bottles,PET,All,4,0,0.001438291545291891
336,EU27+3,2020.75,reusable non-beverage bottles,PET,All,5,0,0.0003451899708700538
337,EU27+3,2020.75,reusable non-beverage bottles,PET,All,6,0,6.0447236320388035e-05
338,EU27+3,2020.75,reusable non-beverage bottles,PET,All,7,0,4.8560122901734284e-05
339,EU27+3,2020.75,single-use sheet (tray),PET,All,0,0,140.95295295295296
340,EU27+3,2020.75,single-use sheet (tray),PET,All,1,0,62.13114407720053
341,EU27+3,2020.75,single-use sheet (tray),PET,All,2,0,27.386915096244785
342,EU27+3,2020.75,single-use sheet (tray),PET,All,3,0,12.071895791349386
343,EU27+3,2020.75,single-use sheet (tray),PET,All,4,0,5.328647336695048
344,EU27+3,2020.75,single-use sheet (tray),PET,All,5,0,2.3446048281458216
345,EU27+3,2020.75,single-use sheet (tray),PET,All,6,0,1.0316261243841616
346,EU27+3,2020.75,single-use sheet (tray),PET,All,7,0,0.45391549472903103
347,EU27+3,2020.75,flexible packaging,PET,All,0,0,87.03703703703704
348,EU27+3,2020.75,other,PET,All,0,0,6.351351351351351
349,EU27+3,2020.75,other,PET,All,1,0,5.401818781791272
350,EU27+3,2020.75,other,PET,All,2,0,4.578045186001171
351,EU27+3,2020.75,other,PET,All,3,0,3.867708277255461
